CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 3033 EOG Leads,3033,MDC,7:1366,Er4,MDC_EYE_CANTH_LAT_BELOW_R,
CID 3033 EOG Leads,3033,MDC,7:1370,Er5,MDC_EYE_CANTH_OUTER_ABOVE_R,
CID 3033 EOG Leads,3033,MDC,7:1374,Er6,MDC_EYE_CANTH_OUTER_BELOW_R,
CID 3033 EOG Leads,3033,MDC,7:1378,Er7,MDC_EYE_CANTH_OUTER_CENTER_R,
CID 3033 EOG Leads,3033,MDC,7:1381,ElL,MDC_EYE_EYELID_L,
CID 3033 EOG Leads,3033,MDC,7:1386,ErL,MDC_EYE_EYELID_R,
CID 3033 EOG Leads,3033,MDC,7:1389,Ela,MDC_EYE_ABOVE_L,
CID 3033 EOG Leads,3033,MDC,7:1393,Elb,MDC_EYE_BELOW_L,
CID 3033 EOG Leads,3033,MDC,7:1398,Era,MDC_EYE_ABOVE_R,
CID 3033 EOG Leads,3033,MDC,7:1402,Erb,MDC_EYE_BELOW_R,
CID 7480 Breed,7480,SCT,132550008,Black Forest Hound dog breed,L-80990,http://snomed.info/id/132550008
CID 7480 Breed,7480,SCT,132551007,Chien d'Artois dog breed,L-80991,http://snomed.info/id/132551007
CID 7480 Breed,7480,SCT,132552000,Canaan dog breed,L-80992,http://snomed.info/id/132552000
CID 7480 Breed,7480,SCT,132553005,Chien Français Tricolore dog breed,L-80993,http://snomed.info/id/132553005
CID 7480 Breed,7480,SCT,132554004,Chinese Crested dog breed,L-80994,http://snomed.info/id/132554004
CID 7480 Breed,7480,SCT,132555003,Chinese Foo Dog breed,L-80995,http://snomed.info/id/132555003
CID 7480 Breed,7480,SCT,132556002,Chinese Imperial ch'in dog breed,L-80996,http://snomed.info/id/132556002
CID 7480 Breed,7480,SCT,132557006,Chinook dog breed,L-80997,http://snomed.info/id/132557006
CID 7480 Breed,7480,SCT,132558001,Chien Français Blanc et Orange dog breed,L-80998,http://snomed.info/id/132558001
CID 7480 Breed,7480,SCT,132559009,Braque Français de Grand Taille dog breed,L-80999,http://snomed.info/id/132559009
CID 7480 Breed,7480,SCT,132560004,Bolognese dog breed,L-809A1,http://snomed.info/id/132560004
CID 7480 Breed,7480,SCT,132561000,Border Collie dog breed,L-809A2,http://snomed.info/id/132561000
CID 7480 Breed,7480,SCT,132562007,Bracco Italiano dog breed,L-809A3,http://snomed.info/id/132562007
CID 7480 Breed,7480,SCT,132563002,Cane Corso dog breed,L-809A4,http://snomed.info/id/132563002
CID 7480 Breed,7480,SCT,132564008,Braque du Bourbonnais dog breed,L-809A5,http://snomed.info/id/132564008
CID 7480 Breed,7480,SCT,132565009,Braque Francais de Petite Taille dog breed,L-809A6,http://snomed.info/id/132565009
CID 7480 Breed,7480,SCT,132566005,Braque Saint-Germain dog breed,L-809A7,http://snomed.info/id/132566005
CID 7480 Breed,7480,SCT,132567001,Briquet Basset Griffon Vendeen dog breed,L-809A8,http://snomed.info/id/132567001
CID 7480 Breed,7480,SCT,132568006,Black Mouth Cur dog breed,L-809A9,http://snomed.info/id/132568006
CID 7480 Breed,7480,SCT,132569003,Braque d'Auvergne dog breed,L-809AA,http://snomed.info/id/132569003
CID 7480 Breed,7480,SCT,132570002,Schapendoes dog breed,L-809AB,http://snomed.info/id/132570002
CID 7480 Breed,7480,SCT,132571003,Sarplaninac dog breed,L-809AC,http://snomed.info/id/132571003
CID 7480 Breed,7480,SCT,132572005,Russo-Laika dog breed,L-809AD,http://snomed.info/id/132572005
CID 7480 Breed,7480,SCT,132573000,Bosnian Hound dog breed,L-809AE,http://snomed.info/id/132573000
CID 7480 Breed,7480,SCT,132574006,Rat Terrier dog breed,L-809AF,http://snomed.info/id/132574006
CID 7480 Breed,7480,SCT,132575007,Pumi dog breed,L-809B1,http://snomed.info/id/132575007
CID 7480 Breed,7480,SCT,132576008,Presa Canario dog breed,L-809B2,http://snomed.info/id/132576008
CID 7480 Breed,7480,SCT,132577004,Portuguese Pointer dog breed,L-809B3,http://snomed.info/id/132577004
CID 7480 Breed,7480,SCT,132578009,Porcelaine dog breed,L-809B4,http://snomed.info/id/132578009
CID 7480 Breed,7480,SCT,132579001,Shropshire Terrier dog breed,L-809B5,http://snomed.info/id/132579001
CID 7480 Breed,7480,SCT,132580003,Boykin Spaniel dog breed,L-809B6,http://snomed.info/id/132580003
CID 7480 Breed,7480,SCT,132581004,Southern Blackmouth Cur dog breed,L-809B7,http://snomed.info/id/132581004
CID 7480 Breed,7480,SCT,132582006,South Russian Ovcharka dog breed,L-809B8,http://snomed.info/id/132582006
CID 7480 Breed,7480,SCT,132583001,Small Spanish Hound dog breed,L-809B9,http://snomed.info/id/132583001
CID 7480 Breed,7480,SCT,132584007,Small Münsterländer dog breed,L-809BA,http://snomed.info/id/132584007
CID 7480 Breed,7480,SCT,132585008,Slovak Cuvak dog breed,L-809BB,http://snomed.info/id/132585008
CID 7480 Breed,7480,SCT,132586009,Shiloh Shepherd dog breed,L-809BC,http://snomed.info/id/132586009
CID 7480 Breed,7480,SCT,132587000,Shiba Inu dog breed,L-809BD,http://snomed.info/id/132587000
CID 7480 Breed,7480,SCT,132588005,Welsh Sheepdog breed,L-809BE,http://snomed.info/id/132588005
CID 7480 Breed,7480,SCT,132589002,Shar-pei dog breed,L-809BF,http://snomed.info/id/132589002
CID 7480 Breed,7480,SCT,132590006,Sloughi dog breed,L-809C1,http://snomed.info/id/132590006
CID 7480 Breed,7480,SCT,132591005,Owczarek Podhalandski dog breed,L-809C2,http://snomed.info/id/132591005
CID 7480 Breed,7480,SCT,132592003,Norbottenspets dog breed,L-809C3,http://snomed.info/id/132592003
CID 7480 Breed,7480,SCT,132593008,Norwegian Dunkerhound dog breed,L-809C4,http://snomed.info/id/132593008
CID 7480 Breed,7480,SCT,132594002,Old Danish Bird Dog breed,L-809C5,http://snomed.info/id/132594002
CID 7480 Breed,7480,SCT,132595001,Old Format Dachsund dog breed,L-809C6,http://snomed.info/id/132595001
CID 7480 Breed,7480,SCT,132596000,Old Format Manchester Terrier dog breed,L-809C7,http://snomed.info/id/132596000
CID 7480 Breed,7480,SCT,132597009,Old Format Min/Toy Poodle dog breed,L-809C8,http://snomed.info/id/132597009
CID 7480 Breed,7480,SCT,132598004,Old Format Welsh Corgi dog breed,L-809C9,http://snomed.info/id/132598004
CID 7480 Breed,7480,SCT,132599007,Neopolitan Mastiff dog breed,L-809CA,http://snomed.info/id/132599007
CID 7480 Breed,7480,SCT,132600005,Perdiguero de Burgos dog breed,L-809CB,http://snomed.info/id/132600005
CID 7480 Breed,7480,SCT,132601009,Perdiguero Navarro dog breed,L-809CC,http://snomed.info/id/132601009
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24336,EMG unspecified waveform,MDC_EMG_PAROX_MUSCL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24344,EMG waveform under voluntary control,MDC_EMG_PAROX_MUSCL_VOL_CTL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24352,EMG motor unit potential,MDC_EMG_PAROX_MUSCL_MOTOR_UNIT_POTL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24360,EMG doublet waveform,MDC_EMG_PAROX_MUSCL_DOUBLET,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24368,EMG triplet waveform,MDC_EMG_PAROX_MUSCL_TRIPLET,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24376,EMG multiplet waveform,MDC_EMG_PAROX_MUSCL_MULTIPLET,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24384,EMG insertional activity,MDC_EMG_PAROX_MUSCL_ACTIV_INSERTIONAL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24392,EMG endplate noise,MDC_EMG_PAROX_MUSCL_NOISE_ENDPLATE,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24400,EMG endplate spike,MDC_EMG_PAROX_MUSCL_SPK_ENDPLATE,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24408,EMG unspecified iterative discharge,MDC_EMG_PAROX_MUSCL_DISCHG_ITER,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24416,EMG fibrillation potential,MDC_EMG_PAROX_MUSCL_FIBRIL_POTL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24424,EMG positive sharp wave,MDC_EMG_PAROX_MUSCL_WV_SHARP_POS,
CID 7480 Breed,7480,SCT,132602002,Peruvian Inca Orchid dog breed,L-809CD,http://snomed.info/id/132602002
CID 7480 Breed,7480,SCT,132603007,Petit Bleu de Gascogne dog breed,L-809CE,http://snomed.info/id/132603007
CID 7480 Breed,7480,SCT,132604001,Petit Gascon-Saintongeois dog breed,L-809CF,http://snomed.info/id/132604001
CID 7480 Breed,7480,SCT,132605000,Petit Griffon Bleu de Gascogne dog breed,L-809D1,http://snomed.info/id/132605000
CID 7480 Breed,7480,SCT,132606004,Olde English Bulldogge dog breed,L-809D2,http://snomed.info/id/132606004
CID 7480 Breed,7480,SCT,132607008,Löwchen dog breed,L-809D3,http://snomed.info/id/132607008
CID 7480 Breed,7480,SCT,132608003,Polski Owczarek Nizinny dog breed,L-809D4,http://snomed.info/id/132608003
CID 7480 Breed,7480,SCT,132609006,Polish Hound dog breed,L-809D5,http://snomed.info/id/132609006
CID 7480 Breed,7480,SCT,132610001,Poitevin dog breed,L-809D6,http://snomed.info/id/132610001
CID 7480 Breed,7480,SCT,132611002,Spanish Pointer dog breed,L-809D7,http://snomed.info/id/132611002
CID 7480 Breed,7480,SCT,132612009,Kyi-Leo dog breed,L-809D8,http://snomed.info/id/132612009
CID 7480 Breed,7480,SCT,132613004,Large Spanish Hound dog breed,L-809D9,http://snomed.info/id/132613004
CID 7480 Breed,7480,SCT,132614005,Lundehund dog breed,L-809DA,http://snomed.info/id/132614005
CID 7480 Breed,7480,SCT,132615006,Lurcher Hound dog breed,L-809DB,http://snomed.info/id/132615006
CID 7480 Breed,7480,SCT,132616007,Maremma Sheepdogs dog breed,L-809DC,http://snomed.info/id/132616007
CID 7480 Breed,7480,SCT,132617003,McNab dog breed,L-809DD,http://snomed.info/id/132617003
CID 7480 Breed,7480,SCT,132618008,Miniature Bull Terrier dog breed,L-809DE,http://snomed.info/id/132618008
CID 7480 Breed,7480,SCT,132620006,Mudi dog breed,L-809E1,http://snomed.info/id/132620006
CID 7480 Breed,7480,SCT,132621005,Munster Lander Pointer dog breed,L-809E2,http://snomed.info/id/132621005
CID 7480 Breed,7480,SCT,132622003,Loenberger dog breed,L-809E3,http://snomed.info/id/132622003
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24432,EMG fasciculation potential,MDC_EMG_PAROX_MUSCL_FASCIC_POTL,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24440,EMG myotonic discharge,MDC_EMG_PAROX_MUSCL_DISCHG_MYOTONIC,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24448,EMG complex repetitive discharge,MDC_EMG_PAROX_MUSCL_DISCHG_MULT_CMPLX_REPET,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24456,EMG myokymic discharge,MDC_EMG_PAROX_MUSCL_DISCHG_MYOKEMIC_MULT,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24464,EMG cramp discharge,MDC_EMG_PAROX_MUSCL_DISCHG_CRAMP_MULT,
CID 3036 EMG Annotations – Neurophysiological Enumerations (EMG),3036,MDC,2:24472,EMG waveform after discharge,MDC_EMG_PAROX_MUSCL_AFTER_DISCHG_MULT,
CID 7480 Breed,7480,SCT,132623008,Chi Terrier dog breed,L-809E4,http://snomed.info/id/132623008
CID 7480 Breed,7480,SCT,132624002,Krasky Ovcar dog breed,L-809E5,http://snomed.info/id/132624002
CID 7480 Breed,7480,SCT,132625001,Kromfohrländer dog breed,L-809E6,http://snomed.info/id/132625001
CID 7480 Breed,7480,SCT,132626000,Havanese dog breed,L-809E7,http://snomed.info/id/132626000
CID 7480 Breed,7480,SCT,132627009,American lamalese dog breed,L-809E8,http://snomed.info/id/132627009
CID 7480 Breed,7480,SCT,132629007,Norwegian Lundehund dog breed,L-809EA,http://snomed.info/id/132629007
CID 7480 Breed,7480,SCT,132630002,North American Shepherd dog breed,L-809EB,http://snomed.info/id/132630002
CID 7480 Breed,7480,SCT,132631003,Kyi Apso dog breed,L-809EC,http://snomed.info/id/132631003
CID 7480 Breed,7480,SCT,132632005,Swedish Lapphund dog breed,L-809ED,http://snomed.info/id/132632005
CID 7480 Breed,7480,SCT,132633000,Treeing Tennessee Brindle dog breed,L-809EE,http://snomed.info/id/132633000
CID 7480 Breed,7480,SCT,132634006,Telomain dog breed,L-809EF,http://snomed.info/id/132634006
CID 7480 Breed,7480,SCT,132635007,Swedish Vallhund dog breed,L-809F1,http://snomed.info/id/132635007
CID 7480 Breed,7480,SCT,132636008,Stumpy Tail Cattle Dog breed,L-809F2,http://snomed.info/id/132636008
CID 7480 Breed,7480,SCT,132637004,Stabyhoun dog breed,L-809F3,http://snomed.info/id/132637004
CID 7480 Breed,7480,SCT,132638009,Spinone Italiano dog breed,L-809F4,http://snomed.info/id/132638009
CID 7480 Breed,7480,SCT,132639001,Spanish Mastiff dog breed,L-809F5,http://snomed.info/id/132639001
CID 7480 Breed,7480,SCT,132640004,Berger Shetland dog breed,L-809F6,http://snomed.info/id/132640004
CID 7480 Breed,7480,SCT,132641000,Thai Ridgeback dog breed,L-809F7,http://snomed.info/id/132641000
CID 7480 Breed,7480,SCT,132642007,Swiss Mountain Dog breed,L-809F8,http://snomed.info/id/132642007
CID 7480 Breed,7480,SCT,132643002,Tibetan Mastiff dog breed,L-809F9,http://snomed.info/id/132643002
CID 7480 Breed,7480,SCT,132644008,Glen of Imaal Terrier dog breed,L-809FA,http://snomed.info/id/132644008
CID 7480 Breed,7480,SCT,132645009,Tosa Inu dog breed,L-809FB,http://snomed.info/id/132645009
CID 7480 Breed,7480,SCT,132646005,Toy Havanese Terrier dog breed,L-809FC,http://snomed.info/id/132646005
CID 7480 Breed,7480,SCT,132647001,Treeing Cur dog breed,L-809FD,http://snomed.info/id/132647001
CID 7480 Breed,7480,SCT,132648006,Treeing Feist dog breed,L-809FE,http://snomed.info/id/132648006
CID 7480 Breed,7480,SCT,132649003,Greater Swiss Mountain Hound dog breed,L-809FF,http://snomed.info/id/132649003
CID 7480 Breed,7480,SCT,132650003,Harlequin cat breed,L-80A70,http://snomed.info/id/132650003
CID 7480 Breed,7480,SCT,132651004,Manxamese cat breed,L-80A71,http://snomed.info/id/132651004
CID 7480 Breed,7480,SCT,132652006,Maltese cat breed,L-80A73,http://snomed.info/id/132652006
CID 7480 Breed,7480,SCT,132654007,Ragdoll cat breed,L-80A75,http://snomed.info/id/132654007
CID 7480 Breed,7480,SCT,132655008,Turkish van cat breed,L-80A76,http://snomed.info/id/132655008
CID 7480 Breed,7480,SCT,132656009,British Blue cat breed,L-80A77,http://snomed.info/id/132656009
CID 7480 Breed,7480,SCT,132657000,American Bobtail Shorthair cat breed,L-80A78,http://snomed.info/id/132657000
CID 7480 Breed,7480,SCT,132658005,American Bobtail Longhair cat breed,L-80A79,http://snomed.info/id/132658005
CID 7480 Breed,7480,SCT,132659002,American Curl cat breed,L-80A80,http://snomed.info/id/132659002
CID 7480 Breed,7480,SCT,132660007,Australian Mist cat breed,L-80A81,http://snomed.info/id/132660007
CID 7480 Breed,7480,SCT,132661006,Bengal cat breed,L-80A83,http://snomed.info/id/132661006
CID 7480 Breed,7480,SCT,132662004,Brazilian Shorthair cat breed,L-80A84,http://snomed.info/id/132662004
CID 7480 Breed,7480,SCT,132663009,California Spangled cat breed,L-80A85,http://snomed.info/id/132663009
CID 7480 Breed,7480,SCT,132664003,Chantilly/Tiffany cat breed,L-80A86,http://snomed.info/id/132664003
CID 7480 Breed,7480,SCT,132665002,Shorthair cat breed,L-80A87,http://snomed.info/id/132665002
CID 7480 Breed,7480,SCT,132666001,German Rex cat breed,L-80A88,http://snomed.info/id/132666001
CID 7480 Breed,7480,SCT,132667005,LaPerm Shorthair cat breed,L-80A89,http://snomed.info/id/132667005
CID 7480 Breed,7480,SCT,132668000,LaPerm Longhair cat breed,L-80A90,http://snomed.info/id/132668000
CID 7480 Breed,7480,SCT,132669008,Munchkin Shorthair cat breed,L-80A91,http://snomed.info/id/132669008
CID 7480 Breed,7480,SCT,132670009,Munchkin Longhair cat breed,L-80A92,http://snomed.info/id/132670009
CID 7480 Breed,7480,SCT,132671008,Nebelung cat breed,L-80A93,http://snomed.info/id/132671008
CID 7480 Breed,7480,SCT,132672001,Norwegian Forest cat breed,L-80A94,http://snomed.info/id/132672001
CID 7480 Breed,7480,SCT,132673006,Oriental Longhair cat breed,L-80A95,http://snomed.info/id/132673006
CID 7480 Breed,7480,SCT,132675004,Ragamuffin cat breed,L-80A97,http://snomed.info/id/132675004
CID 7480 Breed,7480,SCT,132676003,Selkirk Rex cat breed,L-80A99,http://snomed.info/id/132676003
CID 7480 Breed,7480,SCT,132677007,Siberian cat breed,L-80AA1,http://snomed.info/id/132677007
CID 7480 Breed,7480,SCT,132678002,Snowshoe cat breed,L-80AA2,http://snomed.info/id/132678002
CID 7480 Breed,7480,SCT,132679005,Sokoke cat breed,L-80AA3,http://snomed.info/id/132679005
CID 7480 Breed,7480,SCT,132680008,Sphynx cat breed,L-80AA4,http://snomed.info/id/132680008
CID 7480 Breed,7480,SCT,132681007,Bergamasca sheep breed,L-80B01,http://snomed.info/id/132681007
CID 7480 Breed,7480,SCT,132682000,Portland sheep breed,L-80B02,http://snomed.info/id/132682000
CID 7480 Breed,7480,SCT,132684004,Weisse Hornlose Heidschnucke sheep breed,L-80B04,http://snomed.info/id/132684004
CID 7480 Breed,7480,SCT,132685003,Drents Heideschaap sheep breed,L-80B05,http://snomed.info/id/132685003
CID 7480 Breed,7480,SCT,132686002,Kameroen sheep breed,L-80B06,http://snomed.info/id/132686002
CID 7480 Breed,7480,SCT,132687006,Mergelland sheep breed,L-80B07,http://snomed.info/id/132687006
CID 7480 Breed,7480,SCT,132688001,Ouessant sheep breed,L-80B08,http://snomed.info/id/132688001
CID 7480 Breed,7480,SCT,132689009,Canadian Arcott sheep breed,L-80B09,http://snomed.info/id/132689009
CID 7480 Breed,7480,SCT,132690000,Noordhollander sheep breed,L-80B10,http://snomed.info/id/132690000
CID 7480 Breed,7480,SCT,132697002,Rijnlam-A sheep breed,L-80B17,http://snomed.info/id/132697002
CID 7480 Breed,7480,SCT,132698007,Schoonebeker sheep breed,L-80B18,http://snomed.info/id/132698007
CID 7480 Breed,7480,SCT,132699004,Wallis Blacknosed Sheep breed,L-80B19,http://snomed.info/id/132699004
CID 7480 Breed,7480,SCT,132701004,Newfoundland sheep breed,L-80B22,http://snomed.info/id/132701004
CID 7480 Breed,7480,SCT,132702006,Wallis Country Sheep breed,L-80B23,http://snomed.info/id/132702006
CID 7480 Breed,7480,SCT,132703001,Rideau Arcott sheep breed,L-80B24,http://snomed.info/id/132703001
CID 7480 Breed,7480,SCT,132704007,Tukidale sheep breed,L-80B25,http://snomed.info/id/132704007
CID 7480 Breed,7480,SCT,132705008,Polwarth sheep breed,L-80B26,http://snomed.info/id/132705008
CID 7480 Breed,7480,SCT,132706009,Ryeland sheep breed,L-80B27,http://snomed.info/id/132706009
CID 7480 Breed,7480,SCT,132707000,Thalli sheep breed,L-80B2A,http://snomed.info/id/132707000
CID 7480 Breed,7480,SCT,132708005,Tong sheep breed,L-80B2B,http://snomed.info/id/132708005
CID 7480 Breed,7480,SCT,132709002,Touabire sheep breed,L-80B2C,http://snomed.info/id/132709002
CID 7480 Breed,7480,SCT,132710007,Tunis sheep breed,L-80B2D,http://snomed.info/id/132710007
CID 7480 Breed,7480,SCT,132711006,Tyrol Mountain sheep breed,L-80B2E,http://snomed.info/id/132711006
CID 7480 Breed,7480,SCT,132712004,Uda sheep breed,L-80B2F,http://snomed.info/id/132712004
CID 7480 Breed,7480,SCT,132716001,German Mutton Merino sheep breed,L-80B33,http://snomed.info/id/132716001
CID 7480 Breed,7480,SCT,132717005,Medium-Wool Merino sheep breed,L-80B34,http://snomed.info/id/132717005
CID 7480 Breed,7480,SCT,132718000,Fonthill Merino sheep breed,L-80B35,http://snomed.info/id/132718000
CID 7480 Breed,7480,SCT,132719008,South African Mutton Merino sheep breed,L-80B36,http://snomed.info/id/132719008
CID 7480 Breed,7480,SCT,132720002,Strong Wool Merino sheep breed,L-80B37,http://snomed.info/id/132720002
CID 7480 Breed,7480,SCT,132721003,Poll Merino sheep breed,L-80B38,http://snomed.info/id/132721003
CID 7480 Breed,7480,SCT,132722005,Fine Merino sheep breed,L-80B39,http://snomed.info/id/132722005
CID 7480 Breed,7480,SCT,132723000,South African Merino sheep breed,L-80B3A,http://snomed.info/id/132723000
CID 7480 Breed,7480,SCT,132724006,Superfine Merino sheep breed,L-80B40,http://snomed.info/id/132724006
CID 7480 Breed,7480,SCT,132731005,Baden Wurttemburg horse breed,L-80B47,http://snomed.info/id/132731005
CID 7480 Breed,7480,SCT,132732003,British Warmblood horse breed,L-80B48,http://snomed.info/id/132732003
CID 7480 Breed,7480,SCT,132733008,Israeli horse breed,L-80B49,http://snomed.info/id/132733008
CID 7480 Breed,7480,SCT,132734002,French Ardennais horse breed,L-80B4A,http://snomed.info/id/132734002
CID 7480 Breed,7480,SCT,132735001,Booroola Merino sheep breed,L-80B4B,http://snomed.info/id/132735001
CID 7480 Breed,7480,SCT,132736000,Cukurova horse breed,L-80B50,http://snomed.info/id/132736000
CID 7480 Breed,7480,SCT,132737009,Czech Coldblood horse breed,L-80B51,http://snomed.info/id/132737009
CID 7480 Breed,7480,SCT,132738004,Czechoslovakian Small Riding Horse horse breed,L-80B52,http://snomed.info/id/132738004
CID 7480 Breed,7480,SCT,132739007,Jianchang horse breed,L-80B53,http://snomed.info/id/132739007
CID 7480 Breed,7480,SCT,132740009,Jielin horse breed,L-80B54,http://snomed.info/id/132740009
CID 7480 Breed,7480,SCT,132741008,Wielkopolski horse breed,L-80B55,http://snomed.info/id/132741008
CID 7480 Breed,7480,SCT,132742001,Eleia horse breed,L-80B56,http://snomed.info/id/132742001
CID 7480 Breed,7480,SCT,132743006,English Cob horse breed,L-80B57,http://snomed.info/id/132743006
CID 7480 Breed,7480,SCT,132744000,Welsh Pony horse breed,L-80B58,http://snomed.info/id/132744000
CID 7480 Breed,7480,SCT,132745004,Welsh Pony of Cob Type horse breed,L-80B59,http://snomed.info/id/132745004
CID 7480 Breed,7480,SCT,132746003,English Hunter horse breed,L-80B5A,http://snomed.info/id/132746003
CID 7480 Breed,7480,SCT,132747007,Eriskay Pony horse breed,L-80B5B,http://snomed.info/id/132747007
CID 7480 Breed,7480,SCT,132748002,Hackney Pony horse breed,L-80B5C,http://snomed.info/id/132748002
CID 7480 Breed,7480,SCT,132749005,Estonian Draft horse breed,L-80B5D,http://snomed.info/id/132749005
CID 7480 Breed,7480,SCT,132750005,Heihe horse breed,L-80B5E,http://snomed.info/id/132750005
CID 7480 Breed,7480,SCT,132751009,Heilongkaing horse breed,L-80B5F,http://snomed.info/id/132751009
CID 7480 Breed,7480,SCT,132757008,Danish Sport Pony horse breed,L-80B65,http://snomed.info/id/132757008
CID 7480 Breed,7480,SCT,132758003,Kabarda horse breed,L-80B66,http://snomed.info/id/132758003
CID 7480 Breed,7480,SCT,132759006,Kalmyk horse breed,L-80B67,http://snomed.info/id/132759006
CID 7480 Breed,7480,SCT,132760001,Mangalarga Marchador horse breed,L-80B68,http://snomed.info/id/132760001
CID 7480 Breed,7480,SCT,132761002,Don horse breed,L-80B69,http://snomed.info/id/132761002
CID 7480 Breed,7480,SCT,132762009,Manipuri horse breed,L-80B6A,http://snomed.info/id/132762009
CID 7480 Breed,7480,SCT,132763004,Swiss Warmblood horse breed,L-80B6B,http://snomed.info/id/132763004
CID 7480 Breed,7480,SCT,132764005,Tavda horse breed,L-80B6C,http://snomed.info/id/132764005
CID 7480 Breed,7480,SCT,132765006,East Bulgarian horse breed,L-80B6D,http://snomed.info/id/132765006
CID 7480 Breed,7480,SCT,132766007,East Friesian (Old Type) horse breed,L-80B6E,http://snomed.info/id/132766007
CID 7480 Breed,7480,SCT,132767003,East Friesian Warmblood (Modern Type) horse breed,L-80B6F,http://snomed.info/id/132767003
CID 7480 Breed,7480,SCT,132768008,Kakhetian pig breed,L-80B70,http://snomed.info/id/132768008
CID 7480 Breed,7480,SCT,132769000,West French White pig breed,L-80B71,http://snomed.info/id/132769000
CID 7480 Breed,7480,SCT,132770004,Miniature Hereford cattle breed,L-80B80,http://snomed.info/id/132770004
CID 7480 Breed,7480,SCT,132771000,Jem-Jem Zebu cattle breed,L-80B81,http://snomed.info/id/132771000
CID 7480 Breed,7480,SCT,132772007,Minusin horse breed,L-80B82,http://snomed.info/id/132772007
CID 7480 Breed,7480,SCT,132773002,Morochuco horse breed,L-80B83,http://snomed.info/id/132773002
CID 7480 Breed,7480,SCT,132774008,French Trotter horse breed,L-80B84,http://snomed.info/id/132774008
CID 7480 Breed,7480,SCT,132775009,Furioso horse breed,L-80B85,http://snomed.info/id/132775009
CID 7480 Breed,7480,SCT,132776005,Murghese horse breed,L-80B86,http://snomed.info/id/132776005
CID 7480 Breed,7480,SCT,132777001,Mytilene horse breed,L-80B87,http://snomed.info/id/132777001
CID 7480 Breed,7480,SCT,132778006,Namib Desert Horse horse breed,L-80B88,http://snomed.info/id/132778006
CID 7480 Breed,7480,SCT,132779003,Danish Oldenborg horse breed,L-80B89,http://snomed.info/id/132779003
CID 7480 Breed,7480,SCT,132780000,Volynsk cattle breed,L-80B8A,http://snomed.info/id/132780000
CID 7480 Breed,7480,SCT,132781001,Senepol cattle breed,L-80B8B,http://snomed.info/id/132781001
CID 7480 Breed,7480,SCT,132782008,Shilluk cattle breed,L-80B8C,http://snomed.info/id/132782008
CID 7480 Breed,7480,SCT,132783003,Sar Planina sheep breed,L-80B8D,http://snomed.info/id/132783003
CID 7480 Breed,7480,SCT,132784009,Santa Inês sheep breed,L-80B8E,http://snomed.info/id/132784009
CID 7480 Breed,7480,SCT,132785005,Sahel-type sheep breed,L-80B8F,http://snomed.info/id/132785005
CID 7480 Breed,7480,SCT,132786006,Rygja sheep breed,L-80B90,http://snomed.info/id/132786006
CID 7480 Breed,7480,SCT,132787002,Rya sheep breed,L-80B91,http://snomed.info/id/132787002
CID 7480 Breed,7480,SCT,132788007,Moghani sheep breed,L-80B92,http://snomed.info/id/132788007
CID 7480 Breed,7480,SCT,132789004,Rouge de l'Quest sheep breed,L-80B93,http://snomed.info/id/132789004
CID 7480 Breed,7480,SCT,132790008,Soay sheep breed,L-80B94,http://snomed.info/id/132790008
CID 7480 Breed,7480,SCT,132791007,South Suffolk sheep breed,L-80B95,http://snomed.info/id/132791007
CID 7480 Breed,7480,SCT,132792000,South Wales Mountain sheep breed,L-80B96,http://snomed.info/id/132792000
CID 7480 Breed,7480,SCT,132793005,Spælsau sheep breed,L-80B97,http://snomed.info/id/132793005
CID 7480 Breed,7480,SCT,132794004,Spiegel sheep breed,L-80B98,http://snomed.info/id/132794004
CID 7480 Breed,7480,SCT,132795003,St. Croix sheep breed,L-80B99,http://snomed.info/id/132795003
CID 7480 Breed,7480,SCT,132796002,Steigar sheep breed,L-80B9A,http://snomed.info/id/132796002
